step,track_lin_vel_xy_exp,track_ang_vel_z_exp,lin_vel_z_l2,ang_vel_xy_l2,dof_torques_l2,dof_acc_l2,action_rate_l2,flat_orientation_l2,dof_pos_limits,termination_penalty,curr_vel,cmd_vel_given,track_lin_vel_xy,joint_angles,joint_symmetry_reward,stride_consistency,torso_orientation,phase_contact,phase_contact_per_cycle,alternation_contact,progressive_step,foot_cycle_sym,symmetric_foot_airtime,feet_no_slip_condition,com_step_reward,paper_cycle_reward,alive,rcs_phase_with_place,policy[0],policy[1],policy[2],policy[3],policy[4],policy[5],policy[6],policy[7],policy[8],policy[9],policy[10],policy[11],policy[12],policy[13],policy[14],policy[15],policy[16],policy[17],policy[18],policy[19],policy[20],policy[21],policy[22],policy[23],policy[24],policy[25],policy[26],policy[27],policy[28],policy[29],policy[30],policy[31],policy[32],critic[0],critic[1],critic[2],critic[3],critic[4],critic[5],critic[6],critic[7],critic[8],critic[9],critic[10],critic[11],critic[12],critic[13],critic[14],critic[15],critic[16],critic[17],critic[18],critic[19],critic[20],critic[21],critic[22],critic[23],critic[24],critic[25],critic[26],critic[27],critic[28],critic[29],critic[30],critic[31],critic[32],critic[33],critic[34],critic[35]
1263,0.875965416431427,0.5,0.0,0.0,-3.2010674476623535,-0.00045450733159668744,-0.025282377377152443,0.0,-0.5948243737220764,0.0,-7.306683730279318e-11,-6.553858150626368e-11,0.0,-0.05148642137646675,0.0,-1.2272453308105469,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.9779469966888428,0.0,34.40549850463867,0.15000000596046448,692.2235717773438,0.1684691458940506,0.4934229850769043,-0.11154115945100784,-0.06905447691679001,0.02440207079052925,-1.0098477602005005,-1.3107717037200928,0.0,0.0,0.31647980213165283,-16.623809814453125,-0.030894802883267403,0.022553065791726112,-0.14262017607688904,0.03646150231361389,0.0010194769129157066,-0.05027060583233833,-0.07507222890853882,0.08628799021244049,0.07444474846124649,0.15314674377441406,-0.38784489035606384,-0.018130576238036156,0.05723579227924347,-0.10402780771255493,-34.86560821533203,-49.70491027832031,-0.649449348449707,-0.7604048252105713,0.05507850646972656,-0.05057168006896973,-0.5686664581298828,-0.0648120641708374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,0.6756806969642639,0.5,0.0,0.0,-3.207629919052124,-0.000489769212435931,-0.03806394338607788,0.0,-0.7494688034057617,0.0,-8.455065814150231e-11,-6.553858150626368e-11,0.0,-0.03543844446539879,0.0,-1.2272453308105469,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.7107968926429749,0.0,34.81587600708008,0.15000000596046448,681.8099975585938,-0.06785565614700317,-0.052220091223716736,-0.1413278430700302,-0.003465060144662857,-0.020795252174139023,-1.016011118888855,-1.3107717037200928,0.0,0.0,0.320803701877594,-16.65183448791504,-0.033250756561756134,0.0312512144446373,-0.10839856415987015,0.0035310545936226845,-0.008946013636887074,-0.0303596593439579,-0.07862738519906998,0.0012844860320910811,0.009409892372786999,0.1738508939743042,-0.009827548637986183,-0.01803082786500454,0.056613847613334656,-0.04135608673095703,-33.16202926635742,-48.75607681274414,-0.7604033946990967,-0.6494510173797607,0.06622123718261719,-0.05056321620941162,-0.5206069946289062,-0.06000499427318573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,0.5655909180641174,0.5,0.0,0.0,-3.221266746520996,-0.0002828231081366539,-0.004239029251039028,0.0,-0.750343918800354,0.0,-9.484332763598502e-11,-6.553858150626368e-11,0.0,-0.015808630734682083,0.0,-1.2272453308105469,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.06379806995391846,0.0,35.0486946105957,0.15000000596046448,680.9420776367188,-0.12294720858335495,-0.38622742891311646,0.08303125202655792,-0.0569659061729908,-0.01749870926141739,-1.0274608135223389,-1.3107717037200928,0.0,0.0,0.3171616196632385,-16.67287254333496,-0.041759274899959564,0.02362699620425701,-0.0762617290019989,0.0012749070301651955,0.004449514672160149,0.03716662526130676,-0.15069597959518433,-0.09364195913076401,-0.017657551914453506,0.22300107777118683,-0.005837345030158758,-0.026262862607836723,0.030314400792121887,-0.0018088966608047485,-33.483978271484375,-49.31998825073242,-0.8526351451873779,-0.5225067138671875,0.06916618347167969,-0.050545692443847656,-0.4739494323730469,-0.055792972445487976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,0.5515194535255432,0.5,0.0,0.0,-3.202648401260376,-0.000141410855576396,-0.06867697834968567,0.0,-0.7501388192176819,0.0,-1.0159982577473414e-10,-6.553858150626368e-11,0.0,0.0,0.0,-1.2272453308105469,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.07040444761514664,0.0,35.185001373291016,0.15000000596046448,682.1524658203125,-0.16810576617717743,-0.5293816328048706,0.044461920857429504,-0.07238730043172836,-0.02177399955689907,-0.9586049914360046,-1.3107717037200928,0.0,0.0,0.3205049932003021,-16.682918548583984,-0.04895870387554169,0.0030151735991239548,-0.0317353680729866,-0.004785666707903147,0.002954881638288498,0.011285895481705666,-0.07180379331111908,0.0006380259874276817,-0.008611670695245266,0.24524052441120148,-0.011451742611825466,-0.015647945925593376,-0.0007580965757369995,0.05647146701812744,-32.26484680175781,-47.00114059448242,-0.9238795638084412,-0.3826833963394165,0.06993865966796875,-0.05052413046360016,-0.4293384552001953,-0.05250208079814911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,0.5018088221549988,0.5,0.0,0.0,-3.2005231380462646,-0.0004590759053826332,-0.01902441307902336,0.0,-0.7500131130218506,0.0,-1.0474619088762793e-10,-6.553858150626368e-11,0.0,0.0,0.0,-1.2272453308105469,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.03933177888393402,0.0,35.2618408203125,0.15000000596046448,682.3098754882812,-0.13464969396591187,-0.7284011840820312,-0.06049172580242157,-0.07528902590274811,0.008052289485931396,-1.047588586807251,-1.3107717037200928,0.0,0.0,0.32573121786117554,-16.704397201538086,-0.0560307502746582,-0.0018200129270553589,0.020962515845894814,0.007269104942679405,-0.0013264631852507591,-0.04137150198221207,-0.15576593577861786,-0.027059221640229225,-0.004042279906570911,0.24053417146205902,-0.02767542563378811,0.03376808390021324,-0.011049643158912659,0.11650097370147705,-30.899810791015625,-47.18931198120117,-0.972368597984314,-0.23345084488391876,0.07065963745117188,-0.050486162304878235,-0.3842639923095703,-0.04988548159599304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,0.4870307147502899,0.5,0.0,0.0,-3.201072931289673,-0.00032304326305165887,-0.043115101754665375,0.0,-0.7502797245979309,0.0,-1.0644032183426688e-10,-6.553858150626368e-11,0.0,-0.013214207254350185,0.0,-1.2272453308105469,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.058539386838674545,0.0,35.29669952392578,0.15000000596046448,681.6142578125,-0.05461379885673523,-0.5266264081001282,0.16564549505710602,-0.07884544879198074,-0.03646978735923767,-1.001303791999817,-1.3107717037200928,0.0,0.0,0.3162611424922943,-16.737464904785156,-0.07792302966117859,-0.0016882587224245071,0.0579560324549675,-0.00924721173942089,0.003901338204741478,-0.016963569447398186,-0.15548266470432281,-0.026495082303881645,-0.03814033046364784,0.24642260372638702,0.021375596523284912,-0.012707921676337719,-0.029151692986488342,0.17797626554965973,-28.879297256469727,-46.71504592895508,-0.9969164133071899,-0.07847034931182861,0.07139968872070312,-0.05043938755989075,-0.3371543884277344,-0.04797995090484619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,0.4594983458518982,0.5,0.0,0.0,-3.2004992961883545,-0.0003702127141878009,-0.0885908231139183,0.0,-0.750359296798706,0.0,-1.0818556467340201e-10,-6.553858150626368e-11,0.0,-0.03605227544903755,0.0,-1.2272453308105469,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.06062290072441101,0.0,35.29669952392578,0.15000000596046448,680.22119140625,0.07396720349788666,-0.4245051145553589,0.09976662695407867,-0.05242001637816429,-0.02384900487959385,-1.0223228931427002,-1.3107717037200928,0.0,0.0,0.31220123171806335,-16.748586654663086,-0.08101490885019302,-0.017711617052555084,0.12074217945337296,0.0029582083225250244,-0.0013131331652402878,-0.018713314086198807,-0.11703528463840485,-0.08197770267724991,-0.026576250791549683,0.2519610822200775,0.016473758965730667,-0.0005535453674383461,-0.032762184739112854,0.228585347533226,-26.328325271606445,-45.1823844909668,-0.9969174861907959,0.07845741510391235,0.07215690612792969,-0.050375789403915405,-0.2878265380859375,-0.04694990813732147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,0.3752806484699249,0.5,0.0,0.0,-3.2085790634155273,-0.0008533498039469123,-0.06364931166172028,0.0,-0.7502530813217163,0.0,-1.1074785533082832e-10,-6.553858150626368e-11,0.0,-0.061863016337156296,0.0,-1.2272453308105469,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.042472533881664276,0.0,35.2618408203125,0.15000000596046448,678.0677490234375,0.08826498687267303,-0.6371917724609375,0.19043780863285065,-0.09701976925134659,-0.046309199184179306,-1.0238045454025269,-1.3107717037200928,0.0,0.0,0.3292846083641052,-16.771533966064453,-0.10851222276687622,-0.02380843460559845,0.1604236364364624,0.007915657013654709,0.0027219951152801514,0.022404396906495094,-0.09687746316194534,-0.10480113327503204,-0.019947072491049767,0.25384238362312317,-0.020549459382891655,0.014552528038620949,-0.010795995593070984,0.26402223110198975,-24.653955459594727,-47.069095611572266,-0.9723716378211975,0.23343822360038757,0.072967529296875,-0.0502912700176239,-0.23888587951660156,-0.04686872661113739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,0.2634044587612152,0.5,0.0,0.0,-3.2215609550476074,-0.0005389779107645154,-0.07163479924201965,0.0,-0.7503933906555176,0.0,-1.1589107451470682e-10,-6.553858150626368e-11,0.0,-0.09062705188989639,0.0,-1.2272453308105469,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.06263209879398346,0.0,35.18500518798828,0.15000000596046448,675.1560668945312,0.05765976011753082,-0.9434173703193665,0.19391049444675446,-0.0828835666179657,0.0046725645661354065,-1.008426547050476,-1.3107717037200928,0.0,0.0,0.32467344403266907,-16.808237075805664,-0.11371085792779922,-0.020765233784914017,0.22594858705997467,0.004223189316689968,-0.006285212468355894,0.061452507972717285,-0.09469541162252426,-0.11997492611408234,0.023393183946609497,0.28920820355415344,-0.02291300892829895,-0.013906550593674183,0.013572439551353455,0.3049755096435547,-22.46099090576172,-48.60275650024414,-0.9238786697387695,0.38268551230430603,0.07375335693359375,-0.0501997172832489,-0.1935882568359375,-0.04747121036052704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,0.13518735766410828,0.5,0.0,0.0,-3.2540905475616455,-0.0015676108887419105,-0.1658530831336975,0.0,-0.7503921389579773,0.0,-1.2470779964246503e-10,-6.553858150626368e-11,0.0,-0.122841015458107,0.0,-1.2272453308105469,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.050707679241895676,0.0,35.048709869384766,0.15000000596046448,670.9052734375,-0.11224151402711868,-1.389389991760254,0.1712333709001541,-0.13613811135292053,0.008964616805315018,-1.0239779949188232,-1.3107717037200928,0.0,0.0,0.3344728648662567,-16.834917068481445,-0.1311623454093933,-0.011033814400434494,0.2748006284236908,-0.008879562839865685,0.004801694303750992,0.024214064702391624,-0.16575740277767181,-0.10161032527685165,0.04908484220504761,0.25702616572380066,0.03592304512858391,-0.018945584073662758,0.06137682497501373,0.3429574966430664,-19.776697158813477,-51.6648063659668,-0.8526419401168823,0.522495687007904,0.07464027404785156,-0.05010123550891876,-0.1548786163330078,-0.048251911997795105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,0.08053796738386154,0.5,0.0,0.0,-3.2082767486572266,-0.0002652877592481673,-0.32762661576271057,0.0,-0.7501587867736816,0.0,-1.3496301298765445e-10,-6.553858150626368e-11,0.0,-0.1594287008047104,0.0,-1.2272453308105469,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.04903517663478851,0.0,34.815895080566406,0.15000000596046448,665.226318359375,-0.06301619112491608,-1.574279546737671,0.04797963798046112,-0.19707149267196655,-0.01678258553147316,-1.0157614946365356,-1.3107717037200928,0.0,0.0,0.33953672647476196,-16.850839614868164,-0.17577125132083893,-0.0058914730325341225,0.3337079882621765,0.0071932487189769745,-0.00021206866949796677,0.045471061021089554,-0.10784577578306198,-0.16357003152370453,0.07505887001752853,0.21793317794799805,0.010624122805893421,-0.013832218013703823,0.0530288964509964,0.425947904586792,-14.202919006347656,-52.96430587768555,-0.7604118585586548,0.6494411826133728,0.07532310485839844,-0.049995362758636475,-0.12136459350585938,-0.048890113830566406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,0.07777384668588638,0.5,0.0,0.0,-3.2017860412597656,-0.00042382016545161605,-0.9220929741859436,0.0,-0.7499599456787109,0.0,-1.4247210355922135e-10,-6.553858150626368e-11,0.0,-0.19826488196849823,0.0,-1.2272453308105469,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.05421961098909378,0.0,34.4055290222168,0.15000000596046448,656.2503051757812,0.051997438073158264,-1.5674301385879517,-0.055485278367996216,-0.20952291786670685,0.04029129818081856,-1.0128382444381714,-1.3107717037200928,0.0,0.0,0.3304758071899414,-16.88386344909668,-0.19313928484916687,0.018754173070192337,0.3837204873561859,0.005431243218481541,-0.0030953334644436836,0.05679457262158394,-0.1907847374677658,-0.12948931753635406,0.10028630495071411,0.22221410274505615,0.028247220441699028,0.012053919024765491,0.041452690958976746,0.4803873598575592,-5.659327983856201,-57.347599029541016,-0.6494476199150085,0.7604063153266907,0.07597541809082031,-0.04987235367298126,-0.08959770202636719,-0.04923567175865173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,0.05536326766014099,0.5,0.0,0.0,-3.2345223426818848,-0.0017492964398115873,-4.926202774047852,0.0,-0.629239559173584,0.0,-1.4682484394956674e-10,-6.553858150626368e-11,0.0,-0.23633001744747162,0.0,-1.2272453308105469,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.006121551152318716,0.0,33.62114715576172,0.15000000596046448,639.4812622070312,0.0921088308095932,-1.6866490840911865,0.08413328230381012,-0.22802980244159698,-0.04592784494161606,-0.9857733845710754,-1.3107717037200928,0.0,0.0,0.3405328392982483,-16.912002563476562,-0.23462948203086853,0.01154525950551033,0.42813947796821594,0.029260220006108284,-0.0053884233348071575,0.05725609138607979,-0.15656150877475739,-0.11545667797327042,0.04344771057367325,0.24665044248104095,0.16776533424854279,0.028330862522125244,0.06651471555233002,0.4774467349052429,15.024606704711914,-65.39710235595703,-0.5225029587745667,0.8526374697685242,0.07693099975585938,-0.049822524189949036,-0.06276702880859375,-0.04871514439582825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,0.051128074526786804,0.5,0.0,0.0,-3.453334331512451,-0.06388124078512192,-5.897223949432373,0.0,-0.5180922746658325,0.0,-1.4939821602055758e-10,-6.553858150626368e-11,0.0,-0.262150377035141,0.0,-1.2272453308105469,-4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.0,-0.15418988466262817,-1.5133347511291504,0.11737047135829926,-0.2488657832145691,0.04108557477593422,-0.955203652381897,-1.3107717037200928,0.0,0.0,0.3549250662326813,-16.93935203552246,-0.2607401907444,0.018061624839901924,0.4528341591358185,0.037322647869586945,-0.008290784433484077,0.003366118762642145,-0.19714662432670593,-0.12370897829532623,0.0520312562584877,0.02961120568215847,0.2813923954963684,0.015496618114411831,0.151991069316864,0.36989545822143555,36.097991943359375,-77.46424865722656,-0.3826933801174164,0.9238753914833069,0.07796669006347656,-0.04968583583831787,-0.05455780029296875,-0.04422272741794586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,0.04127466306090355,0.5,0.0,0.0,-3.2650630474090576,-0.07920492440462112,-0.2077491730451584,0.0,-0.3502446711063385,0.0,-1.5232312633450817e-10,-6.553858150626368e-11,0.0,-0.27858853340148926,0.0,-1.1918449401855469,-4.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.06258822977542877,0.0,-27.339008331298828,0.15000000596046448,-554.045166015625,0.19697700440883636,-1.7993613481521606,0.144470676779747,-0.3339824080467224,0.019152816385030746,-0.920400083065033,-1.3107717037200928,0.0,0.0,0.35417991876602173,-16.973094940185547,-0.29256969690322876,0.025686612352728844,0.45512792468070984,0.080856092274189,0.007832588627934456,0.040956106036901474,-0.11457430571317673,-0.2142372578382492,-0.02593870833516121,0.12002996355295181,0.33812281489372253,0.025478864088654518,0.09247301518917084,0.38765740394592285,40.16870880126953,-79.51371765136719,-0.23344650864601135,0.9723696708679199,0.08196067810058594,-0.05015024542808533,-0.06146430969238281,-0.03809624910354614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,0.3510698974132538,0.5,0.0,0.0,-3.2782998085021973,-0.0004724023165181279,-0.15686745941638947,0.0,-0.3703480660915375,0.0,-1.4245794821565738e-10,-6.553858150626368e-11,0.0,-0.3166983127593994,0.0,-1.1918449401855469,-4.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.082808718085289,0.0,-13.147828102111816,0.15000000596046448,-267.00018310546875,-0.0931476280093193,-0.5053993463516235,-0.07013186812400818,-0.3313654065132141,0.008251715451478958,-0.9061941504478455,-1.3107717037200928,0.0,0.0,0.3555358946323395,-17.003572463989258,-0.31943023204803467,0.009066790342330933,0.45964640378952026,0.16130661964416504,0.0051090307533741,0.007259869482368231,-0.1536334604024887,-0.06504558026790619,-0.15458273887634277,-0.01916869916021824,0.34725743532180786,0.029775679111480713,-0.008073940873146057,0.3489348888397217,42.61614227294922,-82.62582397460938,-0.07846590876579285,0.9969167709350586,0.10467529296875,-0.05332563817501068,-0.06054878234863281,-0.038209542632102966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,0.9858515858650208,0.5,0.0,0.0,-3.2112321853637695,-9.289621812058613e-05,-0.03881479799747467,0.0,-0.3737330436706543,0.0,-1.145718936390594e-10,-6.553858150626368e-11,0.0,-0.33036527037620544,0.0,-1.1918449401855469,-4.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.1422392725944519,0.0,13.146525382995605,0.15000000596046448,267.59942626953125,0.10115669667720795,1.0088027715682983,-0.11178243160247803,-0.29989713430404663,0.02622396871447563,-0.9860656261444092,-1.3107717037200928,0.0,0.0,0.3478173315525055,-17.023611068725586,-0.30006667971611023,-0.05257568508386612,0.4208635985851288,0.23843182623386383,0.0061227381229400635,-0.03819262608885765,-0.07821835577487946,0.07896246761083603,-0.357015997171402,-0.2051374912261963,0.4299892485141754,0.03410990163683891,-0.204733744263649,0.2727314233779907,43.32610321044922,-84.45146179199219,0.07846185564994812,0.9969171285629272,-0.6953277587890625,-0.05998000502586365,-0.059505462646484375,-0.03831683099269867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,0.8563640713691711,0.5,0.0,0.0,-3.2627179622650146,-0.00035542817204259336,-0.020410820841789246,0.0,-0.3715031147003174,0.0,-7.736612739339677e-11,-6.553858150626368e-11,0.0,-0.36151307821273804,0.0,-1.1918449401855469,-4.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.18818293511867523,0.0,27.338577270507812,0.15000000596046448,557.9568481445312,-0.1533275693655014,2.1678261756896973,0.07582439482212067,-0.2519550025463104,0.02125440165400505,-0.9285686612129211,-1.3107717037200928,0.0,0.0,0.35131925344467163,-17.031396865844727,-0.2621023654937744,-0.13177047669887543,0.3588978052139282,0.31032779812812805,-0.009246503934264183,-0.03263004869222641,-0.06537970155477524,0.204043909907341,-0.403515487909317,-0.4134380519390106,0.3455027639865875,-0.006877878215163946,-0.33008962869644165,0.11413979530334473,43.364078521728516,-85.86524200439453,0.23344255983829498,0.9723706245422363,-0.6721382141113281,-0.0679626613855362,-0.058322906494140625,-0.038406550884246826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,0.731576681137085,0.5,0.0,0.0,-3.2631337642669678,-0.00012786057777702808,-0.0849364623427391,0.0,-0.37469175457954407,0.0,-5.1067657047543236e-11,-6.553858150626368e-11,0.0,-0.40602731704711914,0.0,-1.1918449401855469,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.21016988158226013,0.0,31.905376434326172,0.15000000596046448,653.0546875,0.007671460509300232,2.29553484916687,-0.12502887845039368,-0.18822649121284485,0.01583295688033104,-1.0127718448638916,-1.3107717037200928,0.0,0.0,0.34960275888442993,-17.02846336364746,-0.2287594974040985,-0.21438631415367126,0.2699456512928009,0.3849782645702362,0.008927969262003899,-0.06999712437391281,-0.009231063537299633,0.21604688465595245,-0.3721047341823578,-0.3634883463382721,0.42187175154685974,-0.04517488181591034,-0.3794841170310974,0.011745423078536987,41.12095260620117,-84.00806427001953,0.38267552852630615,0.923882782459259,-0.6381187438964844,-0.0744849443435669,-0.05702018737792969,-0.038472726941108704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,0.8591494560241699,0.5,0.0,0.0,-3.259385347366333,-0.001435918384231627,-0.020700976252555847,0.0,-0.3728984296321869,0.0,-4.260618594043031e-11,-6.553858150626368e-11,0.0,-0.46766623854637146,0.0,-1.1918449401855469,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.1985357105731964,0.0,33.62108612060547,0.15000000596046448,690.10107421875,-0.11920084059238434,2.1023478507995605,-0.018840044736862183,-0.16012701392173767,-0.025456592440605164,-1.027422308921814,-1.3107717037200928,0.0,0.0,0.32962146401405334,-17.051063537597656,-0.18873533606529236,-0.27004778385162354,0.19223207235336304,0.4626733064651489,-0.002094455063343048,-0.02151828445494175,-0.07421412318944931,0.16661904752254486,-0.28455543518066406,-0.3287017047405243,0.4044393002986908,0.0003643691597972065,-0.35222166776657104,-0.023976624011993408,39.70433807373047,-83.76051330566406,0.5224994421005249,0.8526396155357361,-0.5953617095947266,-0.07929626107215881,-0.055751800537109375,-0.03851322829723358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,0.9994974136352539,0.5,0.0,0.0,-3.2728493213653564,-0.0016614581691101193,-0.04819175601005554,0.0,-0.3725719749927521,0.0,-4.969630262863234e-11,-6.553858150626368e-11,0.0,-0.5335456728935242,0.0,-1.1918449401855469,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.1689234972000122,0.0,34.40549850463867,0.15000000596046448,708.0859375,0.06964896619319916,1.2233257293701172,0.14032875001430511,-0.12509101629257202,0.006478369235992432,-1.0244601964950562,-1.3107717037200928,0.0,0.0,0.33069679141044617,-17.065046310424805,-0.14474207162857056,-0.3099980354309082,0.1306343376636505,0.5416753888130188,0.0010472116991877556,-0.02738593891263008,-0.08266764134168625,0.16728051006793976,-0.13111816346645355,-0.26026174426078796,0.3915616571903229,-0.0006543636554852128,-0.2941128611564636,-0.05457538366317749,37.534061431884766,-83.43684387207031,0.6494445204734802,0.7604089379310608,-0.5373439788818359,-0.08112844824790955,-0.05453300476074219,-0.038528650999069214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,0.7668532133102417,0.5,0.0,0.0,-3.271336078643799,-0.0008105412125587463,-0.05871305987238884,0.0,-0.37278321385383606,0.0,-6.787094497529012e-11,-6.553858150626368e-11,0.0,-0.594310462474823,0.0,-1.1918449401855469,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.1401199847459793,0.0,34.81587600708008,0.15000000596046448,718.2559204101562,-0.043744832277297974,0.7786510586738586,0.0021223127841949463,-0.13574038445949554,0.02097846195101738,-0.9938387870788574,-1.3107717037200928,0.0,0.0,0.3367225229740143,-17.076709747314453,-0.13944509625434875,-0.3055311143398285,0.08092585951089859,0.6097316145896912,0.004358799196779728,0.013542413711547852,-0.05561345815658569,0.05180586501955986,0.11800787597894669,-0.2216787338256836,0.3635750412940979,0.023142486810684204,-0.19185949862003326,-0.06185130774974823,35.2198600769043,-84.14766693115234,0.7603992819786072,0.6494558453559875,-0.4611015319824219,-0.08164094388484955,-0.053432464599609375,-0.03851121664047241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,0.3987607955932617,0.5,0.0,0.0,-3.2609734535217285,-0.00033700853236950934,-0.20934173464775085,0.0,-0.37268584966659546,0.0,-9.056220356962186e-11,-6.553858150626368e-11,0.0,-0.6510356664657593,0.0,-1.1918449401855469,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.11670270562171936,0.0,35.0486946105957,0.15000000596046448,724.6282348632812,0.16718722879886627,-0.13199348747730255,0.18992410600185394,-0.10847464203834534,0.023159552365541458,-0.957827627658844,-1.3107717037200928,0.0,0.0,0.3379795253276825,-17.089946746826172,-0.1360771507024765,-0.25523701310157776,0.05670229345560074,0.6777400374412537,0.003599465824663639,-0.0318368636071682,-0.1535216122865677,-0.014528787694871426,0.3014061152935028,-0.14322197437286377,0.41437339782714844,0.03372294455766678,-0.059534236788749695,-0.053910523653030396,30.823122024536133,-82.88858032226562,0.8526397943496704,0.522499144077301,-0.3667316436767578,-0.0851258635520935,-0.0524444580078125,-0.038462042808532715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,0.29380613565444946,0.5,0.0,0.0,-3.228264331817627,-0.00018326022836845368,-0.4746590256690979,0.0,-0.37358906865119934,0.0,-1.0904484953888627e-10,-6.553858150626368e-11,0.0,-0.7194304466247559,0.0,-1.1918449401855469,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.11509057134389877,0.0,35.185001373291016,0.15000000596046448,729.0066528320312,0.08352665603160858,-0.162767693400383,0.006299346685409546,-0.13494952023029327,0.04245414957404137,-1.0015336275100708,-1.3107717037200928,0.0,0.0,0.33092600107192993,-17.113739013671875,-0.1394064873456955,-0.17147640883922577,0.028642402961850166,0.7577799558639526,0.007833564653992653,0.051358819007873535,-0.1209750697016716,-0.017363468185067177,0.3880908191204071,-0.12726514041423798,0.4021211266517639,0.03748228773474693,0.0410286970436573,-0.050760701298713684,24.054994583129883,-81.60474395751953,0.9238771200180054,0.3826892673969269,-0.2590160369873047,-0.09705255925655365,-0.0514678955078125,-0.038388460874557495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,0.3403932750225067,0.5,0.0,0.0,-3.200904369354248,-0.00026991116465069354,-2.0408949851989746,0.0,-0.37501370906829834,0.0,-1.1762731066955467e-10,-6.553858150626368e-11,0.0,-0.8263829946517944,0.0,-1.1918449401855469,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.1333172470331192,0.0,35.2618408203125,0.15000000596046448,732.2404174804688,-0.03508393466472626,0.02659006416797638,-0.01067197322845459,-0.11524936556816101,-0.027832500636577606,-1.0135875940322876,-1.3107717037200928,0.0,0.0,0.3336988687515259,-17.137985229492188,-0.13346736133098602,-0.09631241858005524,0.0172192994505167,0.8389053344726562,0.009979583323001862,0.009050870314240456,-0.10714598000049591,-0.014427214860916138,0.35096508264541626,-0.1465098261833191,0.3970954418182373,-0.025100404396653175,0.07766357064247131,-0.05297008156776428,10.476733207702637,-77.16413879394531,0.9723671078681946,0.23345701396465302,-0.14827728271484375,-0.12020222842693329,-0.05044364929199219,-0.03828608989715576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
